"","AF308158","AY366207","AY366208","AY366209","AY800279","AY863024","CYMRNA","FJ822136","GQ179646","GQ179647","JF930326","JF930327","JF937699","JX524226","KM288842","KM288843","KM288844","KM288845","KM288846","KM288847","KM365479","KP090203","KT717325","KU159093","KU697313","KU854929","KU854931","KX196173","KX883791","KY348771","LC107515","LC107517","LC128411","LC155795","MF978248","MG210801","MH423501","Hylocereus_polyrhizus_SRR11190795__NC_002815","Hylocereus_polyrhizus_SRR11190795__NC_006059","Hylocereus_polyrhizus_SRR11190795__NC_011659","Hylocereus_polyrhizus_SRR11190795__NC_024458","Hylocereus_polyrhizus_SRR11190796__NC_002815","Hylocereus_polyrhizus_SRR11190796__NC_006059","Hylocereus_polyrhizus_SRR11190796__NC_011659","Hylocereus_polyrhizus_SRR11190796__NC_024458","Hylocereus_polyrhizus_SRR11190797__NC_002815","Hylocereus_polyrhizus_SRR11190797__NC_006059","Hylocereus_polyrhizus_SRR11190797__NC_011659","Hylocereus_polyrhizus_SRR11190797__NC_024458","Hylocereus_polyrhizus_SRR11190798__NC_002815","Hylocereus_polyrhizus_SRR11190798__NC_006059","Hylocereus_polyrhizus_SRR11190798__NC_011659","Hylocereus_polyrhizus_SRR11190798__NC_024458","Hylocereus_polyrhizus_SRR11190801__NC_002815","Hylocereus_polyrhizus_SRR11190801__NC_006059","Hylocereus_polyrhizus_SRR11190801__NC_011659","Hylocereus_polyrhizus_SRR11190801__NC_024458","Hylocereus_polyrhizus_SRR11190802__NC_002815","Hylocereus_polyrhizus_SRR11190802__NC_006059","Hylocereus_polyrhizus_SRR11190802__NC_011659","Hylocereus_polyrhizus_SRR11190802__NC_024458","Hylocereus_undatus_SRR11190791__NC_002815","Hylocereus_undatus_SRR11190791__NC_024458","Hylocereus_undatus_SRR11190792__NC_002815","Hylocereus_undatus_SRR11190792__NC_024458","Hylocereus_undatus_SRR11190793__NC_002815","Hylocereus_undatus_SRR11190793__NC_024458","Hylocereus_undatus_SRR11190799__NC_002815","Hylocereus_undatus_SRR11190799__NC_024458","Hylocereus_undatus_SRR11190800__NC_002815","Hylocereus_undatus_SRR11190800__NC_024458","Hylocereus_undatus_SRR11603182__NC_002815","Hylocereus_undatus_SRR11603182__NC_024458","Hylocereus_undatus_SRR11603183__NC_002815","Hylocereus_undatus_SRR11603183__NC_011659","Hylocereus_undatus_SRR11603183__NC_024458","Hylocereus_undatus_SRR11603184__NC_002815","Hylocereus_undatus_SRR11603184__NC_011659","Hylocereus_undatus_SRR11603184__NC_024458","Hylocereus_undatus_SRR11603186__NC_002815","Hylocereus_undatus_SRR11603186__NC_006059","Hylocereus_undatus_SRR11603186__NC_024458","Hylocereus_undatus_SRR11603187__NC_002815","Hylocereus_undatus_SRR11603187__NC_006059","Hylocereus_undatus_SRR11603187__NC_011659","Hylocereus_undatus_SRR11603187__NC_024458","Hylocereus_undatus_SRR11603189__NC_002815","Hylocereus_undatus_SRR11603189__NC_006059","Hylocereus_undatus_SRR11603189__NC_011659","Hylocereus_undatus_SRR11603189__NC_024458","Hylocereus_undatus_SRR11603190__NC_002815","Hylocereus_undatus_SRR11603190__NC_006059","Hylocereus_undatus_SRR11603190__NC_024458","Hylocereus_undatus_SRR11603191__NC_002815","Hylocereus_undatus_SRR11603191__NC_006059","Hylocereus_undatus_SRR11603191__NC_024458","Schlumbergera_truncata_15H02_sty__NC_002815","Schlumbergera_truncata_15H03_pol__NC_002815","Schlumbergera_truncata_15H03_pol__NC_006059","Schlumbergera_truncata_15H03_pol__NC_011659","Schlumbergera_truncata_15H03_sty__NC_002815_a","Schlumbergera_truncata_15H03_sty__NC_002815_b","Schlumbergera_truncata_15H03_sty__NC_006059_a","Schlumbergera_truncata_15H03_sty__NC_006059_b","Schlumbergera_truncata_15H03_sty__NC_011659","Schlumbergera_truncata_15H04_pet__NC_002815","Schlumbergera_truncata_15H04_pet__NC_006059","Schlumbergera_truncata_15H04_pol__NC_002815","Schlumbergera_truncata_15H04_pol__NC_006059","Schlumbergera_truncata_15H04_sty__NC_002815","Schlumbergera_truncata_15H04_sty__NC_006059","Schlumbergera_truncata_15H05_pol__NC_002815","Schlumbergera_truncata_15H06_pol__NC_002815","Schlumbergera_truncata_15H06_pol__NC_006059","Schlumbergera_truncata_15H06_pol__NC_011659","Schlumbergera_truncata_15H06_sty__NC_002815","Schlumbergera_truncata_15H06_sty__NC_006059","Schlumbergera_truncata_15H06_sty__NC_011659","Schlumbergera_truncata_19JSF_sty__NC_002815","Schlumbergera_truncata_19JSF_sty__NC_006059"
"KU697313",0.453222453222453,0.464279536412385,0.443982683982684,0.462497834747965,0.219395595014513,0.454230835784738,0.447487001733102,0.447655303685759,0.450770029416854,0.452500432600796,0.444232767578802,0.458513771002945,0.450303555941023,0.467160834338907,0.459607485166591,0.483561643835616,0.460063897763578,0.457325422181652,0.467822911912369,0.485616438356164,0.465084436330443,0.462539021852237,0.218394705582895,0.216528084167657,0,0.460300985988583,0.45989953230556,0.458852005532503,0.451344319167389,0.459726312142733,0.443580438914809,0.385582126025484,0.452640692640693,0.235035508961786,0.477084769124742,0.46493559599264,0.449731787506489,0.448576916361097,0.427897741375031,0.458938053097345,0.45764767018881,0.448348559381588,0.43721606396511,0.459156900472276,0.456533055700156,0.446047008547009,0.439992715352395,0.459251486533753,0.456423611111111,0.447503088053644,0.440239394472804,0.446185413169185,0.45339430179388,0.447703180212014,0.440463645943098,0.445505617977528,0.454210526315789,0.446167400881057,0.439276939276939,0.466135458167331,0.451447740112994,0.449825783972125,0.457128009700329,0.44066882416397,0.464408146803791,0.447625698324022,0.458167330677291,0.44980829557337,0.457128009700329,0.449904164488587,0.457128009700329,0.449186636347735,0.452124845706225,0.445098039215686,0.460459407329476,0.451982378854626,0.447502191060473,0.445271779597915,0.451499118165785,0.451206715634837,0.441596931659693,0.457088255733148,0.445157838416265,0.442497831743278,0.445837231057063,0.457420924574209,0.449754901960784,0.442224152910513,0.455593586741128,0.457703665103352,0.450805322128852,0.441657958899338,0.457152789848775,0.451827242524917,0.440834057341442,0.456476323119777,0.484848484848485,0.450174825174825,0.415770609318996,0.296296296296296,0.449711387091132,0.449912434325744,0.412408759124088,0.403225806451613,0.307692307692308,0.451059359131501,0.352409638554217,0.450946040644709,0.331914893617021,0.451025056947608,0.337899543378995,0.436608763287529,0.450480349344978,0.347043701799486,0.509803921568627,0.44943032427695,0.353383458646617,0.461538461538462,0.445834823024669,0.380952380952381
"KU854929",0.317100078802206,0.134681181959565,0.313011972274732,0.35448405842626,0.454339095512485,0.459328599096191,0.474385408406027,0.458286267548814,0.458198837959974,0.45916720464816,0.313740939174283,0.292935635792779,0.312460567823344,0.456288956368867,0.312003530450132,0.343342036553525,0.311120917917034,0.307149161518094,0.301412180052957,0.323107049608355,0.309355692850838,0.129540140296181,0.459539074683764,0.461445156818576,0.460300985988583,0,0.352442280508874,0.467718563838351,0.312618296529968,0.352128160829276,0.454604200323102,0.446251283806915,0.315325248070562,0.462828492392808,0.468074891982717,0.301349872309376,0.456672583508149,0.311418135620137,0.286768205616373,0.136124766909646,0.291993720565149,0.310333812490018,0.301006102589477,0.137709137709138,0.294385909734235,0.304974882514989,0.301322314049587,0.138245165414735,0.294099134539733,0.30846968238691,0.308012154166,0.103454085930918,0.287651563497128,0.308495262566244,0.30874840357599,0.101623266824484,0.288828771483132,0.307618283881315,0.31143358316058,0.13816199376947,0.284891165172855,0.314588943450024,0.29105180533752,0.301914580265096,0.300685425685426,0.312906810604858,0.293720565149137,0.314263074484945,0.29105180533752,0.314430540155235,0.29105180533752,0.313304721030043,0.286971830985915,0.305970149253731,0.13041423846275,0.286834106542953,0.311872509960159,0.103419376466644,0.28626320845341,0.314031180400891,0.308961141950833,0.292460254997639,0.306182054194386,0.310981382139476,0.105324849296718,0.292125984251969,0.314190264078905,0.3102576260471,0.121324717285945,0.292302849047694,0.314012738853503,0.309399270882866,0.29244094488189,0.313166693201719,0.310721062618596,0.290679304897314,0.318181818181818,0.313105639396346,0.205574912891986,0.111111111111111,0.312986806549038,0.313116841770137,0.207612456747405,0.198443579766537,0.102564102564103,0.313922036595068,0.179710144927536,0.313753581661891,0.19327731092437,0.313803534469034,0.193693693693694,0.309687786960514,0.313432835820896,0.185643564356436,0.0980392156862745,0.312141491395794,0.188264058679707,0.0769230769230769,0.308204711616572,0.205882352941176
"KU854931",0.360655737704918,0.357468195382441,0.356479294599276,0.0329008341056534,0.456023780381186,0.456563706563707,0.468962249249724,0.454399227923436,0.453989703989704,0.455759330759331,0.36005670184281,0.356604957640414,0.359830001574059,0.4677368086459,0.37511071744907,0.414041994750656,0.370239149689991,0.378653675819309,0.367581930912312,0.404855643044619,0.367139061116032,0.355793450881612,0.467117820579559,0.467291341315287,0.45989953230556,0.352442280508874,0,0.470784375992379,0.362191090823233,0.00679641643497065,0.459203340828783,0.443759630200308,0.356490233144297,0.467278393351801,0.474932357154226,0.356713426853707,0.454077529354994,0.354715782788187,0.332537598472189,0.342225998300765,0.35550674615626,0.354153354632588,0.347073371805441,0.348374575448811,0.354808296668762,0.349700210662778,0.347761440607963,0.348811053984576,0.354716981132075,0.352157869404781,0.35406010230179,0.33089859011381,0.350135587813048,0.35223257308063,0.353757778841551,0.329696556426867,0.3508911521324,0.353431686978833,0.355753905004782,0.359389745202894,0.347951344430218,0.356939163498099,0.353153435833072,0.347179067865904,0.354891010628716,0.357675821558978,0.354565422026985,0.356791884609288,0.353153435833072,0.356939163498099,0.353153435833072,0.35516693163752,0.349015842534806,0.349440570779958,0.35088277397805,0.349008317338452,0.354319413452343,0.332825976661593,0.348751600512164,0.355074769328667,0.355682358535426,0.353625924178071,0.350097339390006,0.357931251970987,0.330965668865212,0.3525338369531,0.355449482895784,0.357447480650766,0.343449176048295,0.352682082743432,0.354777070063694,0.355988593155894,0.353478124016368,0.355039006527623,0.356567093409199,0.351854775059195,0.378787878787879,0.35864040660737,0.24390243902439,0.259259259259259,0.35886840432295,0.359064141333758,0.245674740484429,0.237354085603113,0.282051282051282,0.357893061744112,0.231884057971014,0.35758637159688,0.214285714285714,0.357484076433121,0.22972972972973,0.342804766269478,0.357313006193425,0.232673267326733,0.117647058823529,0.355913292955053,0.232273838630807,0.0769230769230769,0.353973671379815,0.245098039215686
"KX196173",0.466216216216216,0.469006601191435,0.471873995499839,0.470943156557637,0.465619546247818,0.357495618926239,0.461772232885477,0.356960815546352,0.354787318782858,0.357973554245659,0.471543408360129,0.462425893286332,0.46427998073527,0.353293413173653,0.484577559231113,0.508982035928144,0.482342422887796,0.467590523021904,0.481481481481481,0.502986065029861,0.478766204738489,0.468850871530019,0.470038101835816,0.470211291998615,0.458852005532503,0.467718563838351,0.470784375992379,0,0.467490768983785,0.469672912035567,0.357108816521048,0.450068399452804,0.464308681672026,0.471401416969069,0.355580040925547,0.46403885671586,0.357279388340236,0.464193130265716,0.446695610226725,0.463506139154161,0.462746354750841,0.462579488015653,0.462782081508926,0.465778216518592,0.46172363986519,0.460622104566512,0.464303797468354,0.467560058833143,0.461699052513249,0.465028665028665,0.470377019748653,0.449686629526462,0.457580198664713,0.464742538537225,0.470434924254765,0.450113576795387,0.45800162469537,0.462583920091698,0.468348250610252,0.465333763302161,0.456507521255723,0.466364812419146,0.462746354750841,0.458034373435675,0.467441431470208,0.467033857119715,0.463227046947605,0.466591166477916,0.462746354750841,0.466688227684347,0.462746354750841,0.466893865628043,0.455971246528345,0.46077457795432,0.463056597618659,0.456074461136512,0.464942248251179,0.448898143328128,0.455718954248366,0.463949334199415,0.467561883190422,0.461921593830334,0.460914210003312,0.468770122343851,0.451657698316265,0.461105753776921,0.464349520870554,0.468956619900016,0.45813797722706,0.461204819277108,0.463589076723017,0.467582861762328,0.461983603922199,0.464424951267057,0.469269236973705,0.461550862485894,0.545454545454545,0.46353322528363,0.421602787456446,0.148148148148148,0.463347388906909,0.463862270586325,0.41522491349481,0.408560311284047,0.230769230769231,0.464587394411956,0.371014492753623,0.46432634487242,0.34453781512605,0.464239271781534,0.355855855855856,0.454630935590033,0.464094666882801,0.373762376237624,0.568627450980392,0.462676858025695,0.386308068459658,0.564102564102564,0.459598473535756,0.490196078431373
"KX883791",0.22836613558263,0.317507886435331,0.270413739266198,0.360931843223674,0.457538084398529,0.452830188679245,0.470084113632757,0.44856497903902,0.45041122399613,0.453959038864699,0.26842598376015,0.303086997193639,0.0229849355489983,0.463254172015404,0.265934065934066,0.284879948085659,0.268131868131868,0.276043956043956,0.0179509632224168,0.0148387096774194,0.213626373626374,0.315415019762846,0.45994787141616,0.462728062554301,0.451344319167389,0.312618296529968,0.362191090823233,0.467490768983785,0,0.360617031323784,0.452162727126548,0.446404109589041,0.223072119887605,0.462898751733703,0.466784056347047,0.308722403184944,0.45049983876169,0.220805791627321,0.250297123841217,0.302424139684692,0.301683816651076,0.217983219882856,0.256049705689993,0.309972611567585,0.302935665209244,0.212988265552162,0.259865727853283,0.311178731582319,0.3025,0.218794720941326,0.262123613312203,0.292341804536926,0.296448953709575,0.218720152817574,0.262933080208828,0.291217257318952,0.296805819101834,0.216624284806103,0.265644753476612,0.318433106934134,0.294847328244275,0.222919937205651,0.303398815091986,0.208989128671102,0.307802433786686,0.221837633731907,0.303242906142813,0.22271085283493,0.303398815091986,0.222919937205651,0.303398815091986,0.222309752639042,0.297073791348601,0.213734319716951,0.314586994727592,0.296773168017803,0.221099178774479,0.292857142857143,0.296372892141266,0.219454516790162,0.266897202137693,0.301391277161169,0.212540192926045,0.269429241594996,0.293747876316684,0.300907100406631,0.219139208576383,0.268953634085213,0.307440183546378,0.301234953884633,0.219504497396244,0.267169574100267,0.30137629027213,0.220031545741325,0.267638758231421,0.300282397238783,0.272727272727273,0.220541902961563,0.104529616724739,0.111111111111111,0.220330969267139,0.220574313663616,0.114186851211073,0.105058365758755,0.153846153846154,0.22232734153264,0.127536231884058,0.222432560340748,0.134453781512605,0.222467655411802,0.135135135135135,0.223206176203451,0.221243115656963,0.128712871287129,0.0196078431372549,0.219204042956412,0.119804400977995,0.0256410256410256,0.214492753623188,0.147058823529412
"KY348771",0.361286254728878,0.357311135542642,0.357581483230987,0.0378436824219957,0.454799790173107,0.456563706563707,0.469752013899858,0.454881775776098,0.454311454311454,0.455920205920206,0.360214206961726,0.358016943834327,0.357941130174721,0.468213604577241,0.37555358724535,0.414698162729659,0.370682019486271,0.379096545615589,0.365810451727192,0.402230971128609,0.368024800708592,0.355321158690176,0.465903175429464,0.465903175429464,0.459726312142733,0.352128160829276,0.00679641643497065,0.469672912035567,0.360617031323784,0,0.459203340828783,0.444958055127547,0.356017643352237,0.467105263157895,0.47397739933153,0.357442157041355,0.454238378639215,0.355033343918704,0.332776318930532,0.342735768903993,0.357075619705052,0.354792332268371,0.347073371805441,0.348859776807375,0.356536769327467,0.35034840382434,0.347761440607963,0.349293059125964,0.356446540880503,0.352639178565699,0.35406010230179,0.331238321725837,0.351571223480619,0.352714423385802,0.353757778841551,0.330037504261848,0.352323360916614,0.354073123797306,0.355913292955053,0.359389745202894,0.349391805377721,0.357572877059569,0.354565422026985,0.34766966475879,0.356332192397766,0.357675821558978,0.355977408220897,0.357425899508638,0.354565422026985,0.357572877059569,0.354565422026985,0.355484896661367,0.350456072971675,0.349927030971299,0.350564657229203,0.350447856685861,0.354956965253427,0.332825976661593,0.350192061459667,0.355392936684696,0.355840862260263,0.35504168633003,0.350259571706684,0.358088930936613,0.330627431084052,0.35379288637079,0.355449482895784,0.357605433580793,0.343122858541361,0.353940537989618,0.355095541401274,0.356147021546261,0.354894554611269,0.355198216844452,0.356567093409199,0.353433307024467,0.378787878787879,0.359911054637865,0.247386759581882,0.259259259259259,0.36013986013986,0.360337418430686,0.249134948096886,0.24124513618677,0.282051282051282,0.359166136218969,0.234782608695652,0.358860054131508,0.214285714285714,0.358757961783439,0.22972972972973,0.343492208982585,0.358583452437669,0.235148514851485,0.117647058823529,0.35718839655722,0.234718826405868,0.0769230769230769,0.354948805460751,0.254901960784314
"LC107515",0.44528484068233,0.456381260096931,0.448664306404892,0.45583038869258,0.447235304378162,0.212326607818411,0.4496,0.210244286840032,0.21500630517024,0.217843631778058,0.449058425881217,0.444533633006903,0.451841132014793,0.341617856577489,0.457880434782609,0.480325644504749,0.457427536231884,0.451992753623188,0.45972850678733,0.47289972899729,0.455163043478261,0.456032388663968,0.450926086203912,0.451618487104033,0.443580438914809,0.454604200323102,0.459203340828783,0.357108816521048,0.452162727126548,0.459203340828783,0,0.432464861158725,0.443068510775169,0.457512953367876,0.346616065781151,0.442800973600449,0.212450748620961,0.441653160453809,0.426456310679612,0.444558697514996,0.445496869481458,0.440639269406393,0.43745785569791,0.449703166226913,0.443801254220936,0.438192950521264,0.437573914512587,0.451581189578896,0.443532818532819,0.44151376146789,0.441902271613009,0.434752267969295,0.440274151436031,0.441528620633098,0.442179089871147,0.434249693573805,0.440898730055357,0.440877825090075,0.442724458204334,0.455104352046594,0.438401048492792,0.444444444444444,0.443570396532349,0.43431814388249,0.44407469033093,0.444264419961115,0.444212554182052,0.444408480336624,0.443570396532349,0.444354577806535,0.443570396532349,0.443019480519481,0.439351776068096,0.438483192581553,0.452388743455497,0.43913612565445,0.441731770833333,0.437619627631808,0.438932547478716,0.442332683560754,0.444030455208165,0.442852543464263,0.437686443486908,0.443745970341715,0.436183179522897,0.443388629408923,0.442567018683997,0.44404973357016,0.445619335347432,0.443657437218287,0.442113821138211,0.444138601036269,0.442744403285553,0.443433029908973,0.443780290791599,0.442435007266268,0.424242424242424,0.441796368352789,0.449477351916376,0.259259259259259,0.441758598312784,0.441917140536149,0.43598615916955,0.439688715953307,0.282051282051282,0.441338966525837,0.391304347826087,0.441391643635181,0.34453781512605,0.44130081300813,0.36036036036036,0.438448960523242,0.440895086752067,0.383663366336634,0.549019607843137,0.439381611065907,0.393643031784841,0.564102564102564,0.437987713763905,0.5
"LC107517",0.443475286471695,0.451728859979459,0.439007698887938,0.44718370142099,0.398308071906944,0.435169346561752,0.443127147766323,0.433213613819052,0.43362983236401,0.435853575094081,0.440451745379877,0.439699350871199,0.443493150684932,0.442340498123507,0.469387755102041,0.492763157894737,0.468500443655723,0.464063886424135,0.462084257206208,0.481262327416174,0.456685917370058,0.448429723700017,0.398282810583494,0.398633257403189,0.385582126025484,0.446251283806915,0.443759630200308,0.450068399452804,0.446404109589041,0.444958055127547,0.432464861158725,0,0.444444444444444,0.406741180579811,0.45536781020652,0.441069991954948,0.4318453907987,0.440882454326094,0.421609648043318,0.446248896734334,0.439357704133925,0.439840499306519,0.43213644524237,0.446632124352332,0.438569472963723,0.435996488147498,0.432194244604317,0.447599380485287,0.438356164383562,0.439644661208849,0.433217391304348,0.433105739066248,0.435039028620989,0.439658179281479,0.433900069396253,0.432091902909024,0.435369441079772,0.438260869565217,0.434639389736477,0.44764353041988,0.433965547242039,0.440240756663801,0.44021182097711,0.434443656980865,0.441731189199921,0.44105480868666,0.439016057396652,0.440220196112162,0.44021182097711,0.440144478844169,0.44021182097711,0.440262430939227,0.434608695652174,0.435378934411816,0.446719888927456,0.434382061533113,0.439003287766049,0.432128365916636,0.434237995824635,0.44312100811324,0.436714310315137,0.438924104848381,0.4375,0.437703513281919,0.432377428307123,0.439417309340189,0.442543632279247,0.437596566523605,0.442403708987161,0.439609388384444,0.442889234491101,0.436929960419893,0.438806993486459,0.44267955801105,0.437671703296703,0.438584435663975,0.5,0.438557128063514,0.372822299651568,0.259259259259259,0.437920911759627,0.438450899031812,0.352941176470588,0.361867704280156,0.282051282051282,0.44037331489803,0.321739130434783,0.440428843160989,0.310924369747899,0.440332065029402,0.310810810810811,0.42658064516129,0.43948275862069,0.306930693069307,0.490196078431373,0.438830247447655,0.315403422982885,0.435897435897436,0.436023968981318,0.343137254901961
"LC128411",0.0371926548397137,0.318947865805639,0.27146641732897,0.357435412728418,0.461982170949135,0.449782363372562,0.465322964608792,0.447453255963894,0.447041753990005,0.448976301789457,0.269368667186282,0.305919003115265,0.222291601623478,0.453889334402566,0.269450549450549,0.290071382219338,0.268131868131868,0.274725274725275,0.216263736263736,0.225178455548345,0.0307692307692308,0.31828228607515,0.45949696444059,0.460537727666956,0.452640692640693,0.315325248070562,0.356490233144297,0.464308681672026,0.223072119887605,0.356017643352237,0.443068510775169,0.444444444444444,0,0.458116995500173,0.467757459095284,0.310737527114967,0.445035460992908,0.0255566008153026,0.24952380952381,0.305305984065096,0.306230529595016,0.0223939441728434,0.257142857142857,0.314350064350064,0.306708268330733,0.0184147317854283,0.260500081712698,0.314998401023345,0.30643147049641,0.0245525106922224,0.263524201202151,0.292113779594618,0.302819132087425,0.0245797653028861,0.264445847805494,0.29081894340913,0.303317535545024,0.0205826472450918,0.26813880126183,0.318454258675079,0.300127105179536,0.0317485142320926,0.305919003115265,0.0158396638112171,0.309974973185556,0.0302507836990596,0.306853582554517,0.0312940071976217,0.305919003115265,0.0314357209884267,0.305919003115265,0.0271542928896563,0.301557038449317,0.0182663034770069,0.313975749840459,0.301889788788312,0.0242290748898678,0.293697978596908,0.301652892561983,0.0122506675043191,0.26764982742391,0.306731219740747,0.00816784112748238,0.268456375838926,0.294586797895809,0.30640625,0.0120936076645202,0.267510944340213,0.306332842415317,0.306731219740747,0.0124194309070901,0.267607843137255,0.30671875,0.0124174787802578,0.267292644757433,0.305172413793103,0.121212121212121,0.0404896421845574,0.0452961672473868,0.037037037037037,0.040194693044434,0.0399245520276643,0.0484429065743945,0.0428015564202335,0.0512820512820513,0.0391140433553252,0.0405797101449275,0.0391324846770391,0.0546218487394958,0.0389814523734675,0.0495495495495495,0.0286811201445348,0.0393478601661702,0.047029702970297,0.0392156862745098,0.0371302706104468,0.0415647921760391,0.0512820512820513,0.0317664046205679,0.205882352941176
"LC155795",0.45991341991342,0.463347164591978,0.451886465905158,0.468663434903047,0.223776223776224,0.459529574541681,0.458578856152513,0.456589415427188,0.458145970252508,0.461086129367001,0.451099186428942,0.468317174515235,0.460471567267684,0.467091660923501,0.467822911912369,0.486986301369863,0.468279324509356,0.464171611136467,0.473299863076221,0.491780821917808,0.47740757644911,0.459525047668573,0.239193083573487,0.237836921512121,0.235035508961786,0.462828492392808,0.467278393351801,0.471401416969069,0.462898751733703,0.467105263157895,0.457512953367876,0.406741180579811,0.458116995500173,0,0.475805062855175,0.476501838986514,0.455378761674161,0.457068062827225,0.437112379062267,0.462232442950646,0.469009695290859,0.45513608428446,0.445513984743916,0.462937062937063,0.467395074575095,0.453105534792668,0.446851110302148,0.462856144030764,0.467291341315287,0.455026455026455,0.452146375791696,0.44407158836689,0.465283881174196,0.455235740773442,0.452869931542917,0.444319670597043,0.465719796598282,0.453760789149199,0.449219435186809,0.465720221606648,0.462502205752603,0.454988681873585,0.467624653739612,0.450134770889488,0.476622329705764,0.456290350724132,0.468836565096953,0.455147186901237,0.467624653739612,0.455242075931731,0.467624653739612,0.455594405594406,0.465280225590412,0.451630144307857,0.458289519803715,0.465304684748151,0.45374912403644,0.445953488372093,0.464833421470122,0.457087921692012,0.449207178951037,0.467615905539156,0.452762923351159,0.449549237170596,0.445026178010471,0.467083550460309,0.456167979002625,0.449461618617576,0.453366942743968,0.467361111111111,0.456692913385827,0.449260226283725,0.467685892981237,0.457532331352674,0.449114275790205,0.466585450748347,0.5,0.454132448016774,0.401433691756272,0.296296296296296,0.453671328671329,0.453702082968668,0.401459854014599,0.411290322580645,0.307692307692308,0.453622681134057,0.337349397590361,0.453510768691998,0.327659574468085,0.453415061295972,0.328767123287671,0.448963730569948,0.453212290502793,0.331619537275064,0.509803921568627,0.452347582340575,0.328320802005013,0.461538461538462,0.450241200643202,0.371428571428571
"MF978248",0.470786516853933,0.466314610337654,0.465757818765036,0.473659080057297,0.469565217391304,0.360855784469097,0.45761094321616,0.357629535731263,0.360221870047544,0.363074484944532,0.465425958607412,0.468085106382979,0.465823595325756,0.348906717004877,0.474711623779947,0.498026315789474,0.475598935226264,0.473824312333629,0.485183547103052,0.510805500982318,0.480035492457853,0.466313763233879,0.475491888160166,0.476700034518467,0.477084769124742,0.468074891982717,0.474932357154226,0.355580040925547,0.466784056347047,0.47397739933153,0.346616065781151,0.45536781020652,0.467757459095284,0.475805062855175,0,0.469886257691591,0.360481698621455,0.466375687035241,0.439346625030026,0.457283866575902,0.468405055191169,0.466493168510085,0.455660060463554,0.462571662571663,0.466111200128185,0.463696369636964,0.455050505050505,0.464692482915718,0.465929132595799,0.467156862745098,0.461400651465798,0.449826989619377,0.463489998373719,0.467201046949125,0.462126137841352,0.449557214794235,0.463497728747567,0.466601339212804,0.459240012991231,0.466666666666667,0.462204081632653,0.468860922878348,0.466005439129739,0.461961045446979,0.468237893573927,0.469199676637025,0.466165413533835,0.46908797417272,0.466005439129739,0.469022265246854,0.466005439129739,0.469883419689119,0.462818003913894,0.46383751651255,0.463932566056087,0.462754686226569,0.467694805194805,0.451551724137931,0.462404175501549,0.467271548930655,0.462780558695301,0.466153352582611,0.463559742191373,0.46281124497992,0.447990339830947,0.465575349061146,0.466537028034354,0.462664950112649,0.457494593245716,0.46567212062881,0.467239701589361,0.462481846054543,0.46605681271064,0.467660885070514,0.462330972311655,0.464831804281346,0.424242424242424,0.469750889679715,0.43205574912892,0.259259259259259,0.469893169310456,0.469768195817799,0.418685121107266,0.416342412451362,0.41025641025641,0.468881685575365,0.359420289855072,0.468623317658505,0.319327731092437,0.468699318845281,0.333333333333333,0.459656551399671,0.468704512372635,0.358910891089109,0.509803921568627,0.467467142625345,0.371638141809291,0.512820512820513,0.464735099337748,0.431372549019608
"MG210801",0.312771345875543,0.30226194819409,0.316160520607375,0.358353069775915,0.465164358073186,0.44801051051051,0.479399377403406,0.44529930568587,0.442192192192192,0.445195195195195,0.319710669077758,0.0177355786456467,0.309989142236699,0.460908413998511,0.312582781456954,0.329196603527106,0.308609271523179,0.307726269315673,0.29320987654321,0.317470664928292,0.307284768211921,0.297677820442494,0.46220036877689,0.46240524482688,0.46493559599264,0.301349872309376,0.356713426853707,0.46403885671586,0.308722403184944,0.357442157041355,0.442800973600449,0.441069991954948,0.310737527114967,0.476501838986514,0.469886257691591,0,0.446425220491649,0.308968282901932,0.283068783068783,0.280519480519481,0.0180938731637406,0.308030803080308,0.303771082054197,0.291564907007327,0.0161406025824964,0.302347242921013,0.307128079744217,0.292723880597015,0.0156109815180334,0.306558585114223,0.30968096809681,0.269656262346898,0.00820568927789934,0.306585500830105,0.309972552607502,0.267857142857143,0.00799709196655761,0.305437788018433,0.311367380560132,0.30166270783848,0.00840950639853748,0.310771470160116,0.0150483697599427,0.299191881225334,0.0159767610748003,0.31028821597957,0.0157649587961304,0.310759148006554,0.0150483697599427,0.311135371179039,0.0150483697599427,0.309771689497717,0.00804681784930505,0.301418439716312,0.293170460855081,0.00803946647177051,0.307819080754441,0.273084479371316,0.00804681784930505,0.310067604604422,0.314831665150136,0.0138315070953835,0.302308265078183,0.315713251267198,0.273457394711068,0.0150916277398491,0.308971313721908,0.315264684554025,0.285008550256508,0.0150889168313275,0.309549945115258,0.314946295284908,0.0136592379583034,0.309253840526701,0.315416742327946,0.0135232600072124,0.363636363636364,0.311918233254243,0.209183673469388,0.111111111111111,0.31208911614317,0.312179956108266,0.197183098591549,0.198952879581152,0.153846153846154,0.310716898317484,0.191489361702128,0.310338517840805,0.210084033613445,0.310212298682284,0.225225225225225,0.304724409448819,0.310105800802627,0.189024390243902,0.0784313725490196,0.3083547086845,0.191950464396285,0.0769230769230769,0.305695611577965,0.652173913043478
