,SRR11190798_Plant_DH-3_NC_011659,SRR11190801_Plant_DH-2_NC_011659,SRR11190802_Plant_DH-1_NC_011659,SRR11603187_RR-pulp-2_NC_011659,SRR11603184_GW-peel-1_NC_011659,SRR11603189_RR-peel-3_NC_011659,SRR11603183_GW-peel-2_NC_011659,Schlumbergera_virus_X_Strain_K11,Schlumbergera_virus_X_KP090203,Schlumbergera_virus_X_KU854929,Opuntia_virus_X_KY348771,Plantago_asiatica_mosaic_virus_KT717325,Plantago_asiatica_mosaic_virus_KU159093,Hydrangea_ringspot_virus,SRR11603191_RR-peel-1_NC_024458,SRR11603186_RR-pulp-3_NC_024458,SRR11603190_RR-peel-2_NC_024458,SRR11190802_Plant_DH-1_NC_024458,SRR11190800_Plant_BSJ-2_NC_024458,SRR11603189_RR-peel-3_NC_024458,SRR11190796_Plant_FR-2_NC_024458,SRR11603187_RR-pulp-2_NC_024458,SRR11190791_Plant_BSJ-1_NC_024458,SRR11190798_Plant_DH-3_NC_024458,SRR11190801_Plant_DH-2_NC_024458,SRR11190797_Plant_FR-1_NC_024458,SRR11190799_Plant_BSJ-3_NC_024458,SRR11603184_GW-peel-1_NC_024458,SRR11190795_Plant_FR-3_NC_024458,SRR11190793_Plant_BR-2_NC_024458,SRR11603183_GW-peel-2_NC_024458,SRR11603182_GW-peel-3_NC_024458,Pitaya_virus_X,Clover_yellow_mosaic_virus,Cactus_virus_X_SCM51431,Alternanthera_mosaic_virus_AY863024,Alternanthera_mosaic_virus_GQ179647,Alternanthera_mosaic_virus_GQ179646,Alternanthera_mosaic_virus_FJ822136,Alternanthera_mosaic_virus_MH423501,Alternanthera_mosaic_virus_LC107515,Nandina_mosaic_virus,Plantago_asiatica_mosaic_virus_LC155795,Plantago_asiatica_mosaic_virus_KU697313,KM288843,Cactus_virus_X_KM288847.1,Cactus_virus_X_KM365479.1,Cactus_virus_X_KM288846.1,KM288842,KM288844,KM288845,Cactus_virus_X_AF308158.2,Cactus_virus_X_LC128411.1,Schlumbergera_truncata_15H04_cons,Schlumbergera_truncata_15H06_cons,Schlumbergera_truncata_15H03_cons,SRR11603186_RR-pulp-3_NC_006059,SRR11603186_RR-pulp-3_NC_002815,SRR11603182_GW-peel-3_NC_002815,SRR11190791_Plant_BSJ-1_NC_002815,SRR11190800_Plant_BSJ-2_NC_002815,SRR11190799_Plant_BSJ-3_NC_002815,SRR11190795_Plant_FR-3_NC_002815,SRR11190798_Plant_DH-3_NC_002815,SRR11190796_Plant_FR-2_NC_002815,SRR11190797_Plant_FR-1_NC_002815,SRR11603191_RR-peel-1_NC_002815,SRR11190793_Plant_BR-2_NC_002815,SRR11190802_Plant_DH-1_NC_002815,SRR11190801_Plant_DH-2_NC_002815,SRR11603190_RR-peel-2_NC_002815,SRR11603189_RR-peel-3_NC_006059,SRR11603187_RR-pulp-2_NC_006059,SRR11603190_RR-peel-2_NC_006059,SRR11603191_RR-peel-1_NC_006059,SRR11603187_RR-pulp-2_NC_002815,SRR11603184_GW-peel-1_NC_002815,SRR11603183_GW-peel-2_NC_002815,SRR11603189_RR-peel-3_NC_002815,Schlumbergera_truncata_19JSF_sty_NC_002815,SRR11190792_Plant_BR-3_NC_002815,SRR11190796_Plant_FR-2_NC_006059,SRR11190798_Plant_DH-3_NC_006059,SRR11190801_Plant_DH-2_NC_006059,SRR11190802_Plant_DH-1_NC_006059,SRR11190797_Plant_FR-1_NC_006059,Cactus_virus_X_JF937699.1,Zygocactus_virus_X_Strain_B1,Zygocactus_virus_X_JF930326.1,MG210801,Opuntia_virus_Strain_CC10,Opuntia_virus_X_KU854931,Papaya_mosaic_virus,Babaco_mosaic_virus,Senna_mosaic_virus
Opuntia_virus_X_KY348771,0.296333003,0.296333003,0.298315164,0.296333003,0.296333003,0.296333003,0.296333003,0.301288404,0.296333003,0.298315164,0,0.444995045,0.444003964,0.425173439,0.304261645,0.304261645,0.304261645,0.302279485,0.303270565,0.304261645,0.303270565,0.304261645,0.303270565,0.302279485,0.302279485,0.303270565,0.303270565,0.302279485,0.303270565,0.303270565,0.302279485,0.302279485,0.302279485,0.435084242,0.312190287,0.455896928,0.451932607,0.452923687,0.456888008,0.455896928,0.454905847,0.450941526,0.439048563,0.457879088,0.315163528,0.313181368,0.317145689,0.310208127,0.314172448,0.313181368,0.32111001,0.324083251,0.319127849,0.317145689,0.318136769,0.319127849,0.315163528,0.318136769,0.317145689,0.318136769,0.318136769,0.318136769,0.316154609,0.317145689,0.317145689,0.317145689,0.318136769,0.318136769,0.317145689,0.317145689,0.318136769,0.315163528,0.315163528,0.315163528,0.314172448,0.318136769,0.317145689,0.317145689,0.318136769,0.319127849,0.317145689,0.313181368,0.317145689,0.317145689,0.313181368,0.313181368,0.310208127,0.313181368,0.317145689,0.303270565,0.019821606,0,0.449950446,0.452923687,0.444003964
Plantago_asiatica_mosaic_virus_KT717325,0.437066402,0.437066402,0.438057483,0.437066402,0.437066402,0.437066402,0.437066402,0.439048563,0.438057483,0.43012884,0.444995045,0,0.007928642,0.425173439,0.426164519,0.426164519,0.426164519,0.425173439,0.424182359,0.426164519,0.426164519,0.426164519,0.424182359,0.425173439,0.425173439,0.426164519,0.424182359,0.425173439,0.425173439,0.4271556,0.425173439,0.425173439,0.426164519,0.458870168,0.436075322,0.477700694,0.471754212,0.474727453,0.474727453,0.470763132,0.467789891,0.155599604,0.158572844,0.140733399,0.446977205,0.434093162,0.436075322,0.437066402,0.446977205,0.443012884,0.445986125,0.439048563,0.438057483,0.435084242,0.434093162,0.436075322,0.445986125,0.438057483,0.437066402,0.438057483,0.438057483,0.438057483,0.436075322,0.437066402,0.437066402,0.437066402,0.438057483,0.436075322,0.437066402,0.437066402,0.438057483,0.445986125,0.445986125,0.445986125,0.445986125,0.438057483,0.437066402,0.437066402,0.438057483,0.436075322,0.437066402,0.446977205,0.444003964,0.444003964,0.445986125,0.446977205,0.433102081,0.440039643,0.447968285,0.42814668,0.442021804,0.444995045,0.476709613,0.491575818,0.469772052
Plantago_asiatica_mosaic_virus_KU159093,0.440039643,0.440039643,0.441030723,0.440039643,0.440039643,0.440039643,0.440039643,0.442021804,0.441030723,0.435084242,0.444003964,0.007928642,0,0.426164519,0.426164519,0.426164519,0.426164519,0.425173439,0.424182359,0.426164519,0.426164519,0.426164519,0.424182359,0.425173439,0.425173439,0.426164519,0.424182359,0.425173439,0.425173439,0.4271556,0.425173439,0.425173439,0.426164519,0.453914767,0.441030723,0.477700694,0.473736373,0.476709613,0.476709613,0.470763132,0.468780971,0.158572844,0.156590684,0.14271556,0.445986125,0.439048563,0.438057483,0.442021804,0.445986125,0.442021804,0.445986125,0.441030723,0.440039643,0.437066402,0.436075322,0.438057483,0.444995045,0.440039643,0.439048563,0.440039643,0.440039643,0.440039643,0.438057483,0.439048563,0.439048563,0.439048563,0.440039643,0.438057483,0.439048563,0.439048563,0.440039643,0.444995045,0.444995045,0.444995045,0.444995045,0.440039643,0.439048563,0.439048563,0.440039643,0.438057483,0.439048563,0.445986125,0.443012884,0.443012884,0.444995045,0.445986125,0.438057483,0.441030723,0.446977205,0.42814668,0.441030723,0.444003964,0.480673935,0.492566898,0.468780971
Hydrangea_ringspot_virus,0.42913776,0.42913776,0.42814668,0.42913776,0.42913776,0.42913776,0.42913776,0.435084242,0.432111001,0.434093162,0.425173439,0.425173439,0.426164519,0,0.4271556,0.4271556,0.4271556,0.426164519,0.42814668,0.4271556,0.426164519,0.4271556,0.42814668,0.426164519,0.426164519,0.426164519,0.42814668,0.426164519,0.426164519,0.4271556,0.426164519,0.426164519,0.426164519,0.415262636,0.422200198,0.42814668,0.43012884,0.432111001,0.432111001,0.431119921,0.419226957,0.413280476,0.432111001,0.4271556,0.426164519,0.423191278,0.413280476,0.417244797,0.4271556,0.432111001,0.43012884,0.418235877,0.418235877,0.413280476,0.413280476,0.413280476,0.4271556,0.415262636,0.414271556,0.415262636,0.415262636,0.415262636,0.416253717,0.414271556,0.414271556,0.414271556,0.415262636,0.415262636,0.414271556,0.414271556,0.415262636,0.4271556,0.4271556,0.4271556,0.426164519,0.415262636,0.414271556,0.414271556,0.415262636,0.415262636,0.414271556,0.426164519,0.4271556,0.4271556,0.424182359,0.426164519,0.421209118,0.425173439,0.426164519,0.425173439,0.433102081,0.425173439,0.42814668,0.460852329,0.446977205
SRR11603191_RR-peel-1_NC_024458,0.206144698,0.206144698,0.207135778,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.221010902,0.304261645,0.426164519,0.426164519,0.4271556,0,0,0,0.002973241,0.007928642,0,0.004955401,0,0.007928642,0.002973241,0.002973241,0.004955401,0.007928642,0.002973241,0.003964321,0.005946482,0.002973241,0.002973241,0.003964321,0.440039643,0.207135778,0.420218038,0.421209118,0.420218038,0.422200198,0.4271556,0.405351833,0.433102081,0.42814668,0.436075322,0.217046581,0.210109019,0.225966303,0.209117939,0.218037661,0.211100099,0.221010902,0.233894945,0.229930624,0.230921705,0.230921705,0.232903865,0.212091179,0.227948464,0.226957384,0.225966303,0.225966303,0.225966303,0.224975223,0.226957384,0.226957384,0.226957384,0.227948464,0.225966303,0.226957384,0.226957384,0.227948464,0.212091179,0.212091179,0.212091179,0.21308226,0.227948464,0.226957384,0.226957384,0.227948464,0.231912785,0.226957384,0.2160555,0.21407334,0.21407334,0.2160555,0.2160555,0.207135778,0.221010902,0.220019822,0.009910803,0.305252725,0.304261645,0.43012884,0.434093162,0.420218038
SRR11603186_RR-pulp-3_NC_024458,0.206144698,0.206144698,0.207135778,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.221010902,0.304261645,0.426164519,0.426164519,0.4271556,0,0,0,0.002973241,0.007928642,0,0.004955401,0,0.007928642,0.002973241,0.002973241,0.004955401,0.007928642,0.002973241,0.003964321,0.005946482,0.002973241,0.002973241,0.003964321,0.440039643,0.207135778,0.420218038,0.421209118,0.420218038,0.422200198,0.4271556,0.405351833,0.433102081,0.42814668,0.436075322,0.217046581,0.210109019,0.225966303,0.209117939,0.218037661,0.211100099,0.221010902,0.233894945,0.229930624,0.230921705,0.230921705,0.232903865,0.212091179,0.227948464,0.226957384,0.225966303,0.225966303,0.225966303,0.224975223,0.226957384,0.226957384,0.226957384,0.227948464,0.225966303,0.226957384,0.226957384,0.227948464,0.212091179,0.212091179,0.212091179,0.21308226,0.227948464,0.226957384,0.226957384,0.227948464,0.231912785,0.226957384,0.2160555,0.21407334,0.21407334,0.2160555,0.2160555,0.207135778,0.221010902,0.220019822,0.009910803,0.305252725,0.304261645,0.43012884,0.434093162,0.420218038
SRR11603190_RR-peel-2_NC_024458,0.206144698,0.206144698,0.207135778,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.221010902,0.304261645,0.426164519,0.426164519,0.4271556,0,0,0,0.002973241,0.007928642,0,0.004955401,0,0.007928642,0.002973241,0.002973241,0.004955401,0.007928642,0.002973241,0.003964321,0.005946482,0.002973241,0.002973241,0.003964321,0.440039643,0.207135778,0.420218038,0.421209118,0.420218038,0.422200198,0.4271556,0.405351833,0.433102081,0.42814668,0.436075322,0.217046581,0.210109019,0.225966303,0.209117939,0.218037661,0.211100099,0.221010902,0.233894945,0.229930624,0.230921705,0.230921705,0.232903865,0.212091179,0.227948464,0.226957384,0.225966303,0.225966303,0.225966303,0.224975223,0.226957384,0.226957384,0.226957384,0.227948464,0.225966303,0.226957384,0.226957384,0.227948464,0.212091179,0.212091179,0.212091179,0.21308226,0.227948464,0.226957384,0.226957384,0.227948464,0.231912785,0.226957384,0.2160555,0.21407334,0.21407334,0.2160555,0.2160555,0.207135778,0.221010902,0.220019822,0.009910803,0.305252725,0.304261645,0.43012884,0.434093162,0.420218038
SRR11190802_Plant_DH-1_NC_024458,0.204162537,0.204162537,0.207135778,0.204162537,0.204162537,0.204162537,0.204162537,0.211100099,0.209117939,0.219028741,0.302279485,0.425173439,0.425173439,0.426164519,0.002973241,0.002973241,0.002973241,0,0.004955401,0.002973241,0.001982161,0.002973241,0.004955401,0,0,0.001982161,0.004955401,0,0.00099108,0.002973241,0,0,0.00099108,0.440039643,0.208126858,0.421209118,0.420218038,0.419226957,0.421209118,0.426164519,0.403369673,0.432111001,0.42913776,0.435084242,0.217046581,0.211100099,0.228939544,0.210109019,0.218037661,0.211100099,0.221010902,0.236868186,0.232903865,0.233894945,0.233894945,0.235877106,0.212091179,0.230921705,0.229930624,0.228939544,0.228939544,0.228939544,0.227948464,0.229930624,0.229930624,0.229930624,0.230921705,0.228939544,0.229930624,0.229930624,0.230921705,0.212091179,0.212091179,0.212091179,0.21308226,0.230921705,0.229930624,0.229930624,0.230921705,0.234886026,0.229930624,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.208126858,0.221010902,0.220019822,0.006937562,0.303270565,0.302279485,0.42913776,0.434093162,0.419226957
SRR11190800_Plant_BSJ-2_NC_024458,0.206144698,0.206144698,0.209117939,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.219028741,0.303270565,0.424182359,0.424182359,0.42814668,0.007928642,0.007928642,0.007928642,0.004955401,0,0.007928642,0.006937562,0.007928642,0,0.004955401,0.004955401,0.006937562,0,0.004955401,0.005946482,0.007928642,0.004955401,0.004955401,0.005946482,0.440039643,0.212091179,0.422200198,0.421209118,0.420218038,0.422200198,0.4271556,0.405351833,0.434093162,0.4271556,0.435084242,0.219028741,0.21506442,0.231912785,0.21407334,0.220019822,0.21308226,0.222993062,0.239841427,0.235877106,0.236868186,0.236868186,0.238850347,0.21407334,0.233894945,0.232903865,0.231912785,0.231912785,0.231912785,0.230921705,0.232903865,0.232903865,0.232903865,0.233894945,0.231912785,0.232903865,0.232903865,0.233894945,0.21407334,0.21407334,0.21407334,0.21506442,0.233894945,0.232903865,0.232903865,0.233894945,0.237859267,0.232903865,0.218037661,0.218037661,0.218037661,0.219028741,0.218037661,0.212091179,0.222993062,0.222001982,0.011892963,0.303270565,0.303270565,0.432111001,0.436075322,0.423191278
SRR11603189_RR-peel-3_NC_024458,0.206144698,0.206144698,0.207135778,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.221010902,0.304261645,0.426164519,0.426164519,0.4271556,0,0,0,0.002973241,0.007928642,0,0.004955401,0,0.007928642,0.002973241,0.002973241,0.004955401,0.007928642,0.002973241,0.003964321,0.005946482,0.002973241,0.002973241,0.003964321,0.440039643,0.207135778,0.420218038,0.421209118,0.420218038,0.422200198,0.4271556,0.405351833,0.433102081,0.42814668,0.436075322,0.217046581,0.210109019,0.225966303,0.209117939,0.218037661,0.211100099,0.221010902,0.233894945,0.229930624,0.230921705,0.230921705,0.232903865,0.212091179,0.227948464,0.226957384,0.225966303,0.225966303,0.225966303,0.224975223,0.226957384,0.226957384,0.226957384,0.227948464,0.225966303,0.226957384,0.226957384,0.227948464,0.212091179,0.212091179,0.212091179,0.21308226,0.227948464,0.226957384,0.226957384,0.227948464,0.231912785,0.226957384,0.2160555,0.21407334,0.21407334,0.2160555,0.2160555,0.207135778,0.221010902,0.220019822,0.009910803,0.305252725,0.304261645,0.43012884,0.434093162,0.420218038
SRR11190796_Plant_FR-2_NC_024458,0.202180377,0.202180377,0.205153617,0.202180377,0.202180377,0.202180377,0.202180377,0.209117939,0.207135778,0.221010902,0.303270565,0.426164519,0.426164519,0.426164519,0.004955401,0.004955401,0.004955401,0.001982161,0.006937562,0.004955401,0,0.004955401,0.006937562,0.001982161,0.001982161,0,0.006937562,0.001982161,0.002973241,0.004955401,0.001982161,0.001982161,0.002973241,0.440039643,0.208126858,0.419226957,0.418235877,0.417244797,0.419226957,0.425173439,0.403369673,0.432111001,0.42913776,0.436075322,0.218037661,0.211100099,0.227948464,0.210109019,0.219028741,0.212091179,0.222001982,0.235877106,0.231912785,0.232903865,0.232903865,0.234886026,0.210109019,0.229930624,0.228939544,0.227948464,0.227948464,0.227948464,0.226957384,0.228939544,0.228939544,0.228939544,0.229930624,0.227948464,0.228939544,0.228939544,0.229930624,0.210109019,0.210109019,0.210109019,0.211100099,0.229930624,0.228939544,0.228939544,0.229930624,0.233894945,0.228939544,0.217046581,0.21506442,0.21506442,0.21506442,0.217046581,0.208126858,0.222001982,0.221010902,0.008919722,0.304261645,0.303270565,0.43012884,0.433102081,0.421209118
SRR11603187_RR-pulp-2_NC_024458,0.206144698,0.206144698,0.207135778,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.221010902,0.304261645,0.426164519,0.426164519,0.4271556,0,0,0,0.002973241,0.007928642,0,0.004955401,0,0.007928642,0.002973241,0.002973241,0.004955401,0.007928642,0.002973241,0.003964321,0.005946482,0.002973241,0.002973241,0.003964321,0.440039643,0.207135778,0.420218038,0.421209118,0.420218038,0.422200198,0.4271556,0.405351833,0.433102081,0.42814668,0.436075322,0.217046581,0.210109019,0.225966303,0.209117939,0.218037661,0.211100099,0.221010902,0.233894945,0.229930624,0.230921705,0.230921705,0.232903865,0.212091179,0.227948464,0.226957384,0.225966303,0.225966303,0.225966303,0.224975223,0.226957384,0.226957384,0.226957384,0.227948464,0.225966303,0.226957384,0.226957384,0.227948464,0.212091179,0.212091179,0.212091179,0.21308226,0.227948464,0.226957384,0.226957384,0.227948464,0.231912785,0.226957384,0.2160555,0.21407334,0.21407334,0.2160555,0.2160555,0.207135778,0.221010902,0.220019822,0.009910803,0.305252725,0.304261645,0.43012884,0.434093162,0.420218038
SRR11190791_Plant_BSJ-1_NC_024458,0.206144698,0.206144698,0.209117939,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.219028741,0.303270565,0.424182359,0.424182359,0.42814668,0.007928642,0.007928642,0.007928642,0.004955401,0,0.007928642,0.006937562,0.007928642,0,0.004955401,0.004955401,0.006937562,0,0.004955401,0.005946482,0.007928642,0.004955401,0.004955401,0.005946482,0.440039643,0.212091179,0.422200198,0.421209118,0.420218038,0.422200198,0.4271556,0.405351833,0.434093162,0.4271556,0.435084242,0.219028741,0.21506442,0.231912785,0.21407334,0.220019822,0.21308226,0.222993062,0.239841427,0.235877106,0.236868186,0.236868186,0.238850347,0.21407334,0.233894945,0.232903865,0.231912785,0.231912785,0.231912785,0.230921705,0.232903865,0.232903865,0.232903865,0.233894945,0.231912785,0.232903865,0.232903865,0.233894945,0.21407334,0.21407334,0.21407334,0.21506442,0.233894945,0.232903865,0.232903865,0.233894945,0.237859267,0.232903865,0.218037661,0.218037661,0.218037661,0.219028741,0.218037661,0.212091179,0.222993062,0.222001982,0.011892963,0.303270565,0.303270565,0.432111001,0.436075322,0.423191278
SRR11190798_Plant_DH-3_NC_024458,0.204162537,0.204162537,0.207135778,0.204162537,0.204162537,0.204162537,0.204162537,0.211100099,0.209117939,0.219028741,0.302279485,0.425173439,0.425173439,0.426164519,0.002973241,0.002973241,0.002973241,0,0.004955401,0.002973241,0.001982161,0.002973241,0.004955401,0,0,0.001982161,0.004955401,0,0.00099108,0.002973241,0,0,0.00099108,0.440039643,0.208126858,0.421209118,0.420218038,0.419226957,0.421209118,0.426164519,0.403369673,0.432111001,0.42913776,0.435084242,0.217046581,0.211100099,0.228939544,0.210109019,0.218037661,0.211100099,0.221010902,0.236868186,0.232903865,0.233894945,0.233894945,0.235877106,0.212091179,0.230921705,0.229930624,0.228939544,0.228939544,0.228939544,0.227948464,0.229930624,0.229930624,0.229930624,0.230921705,0.228939544,0.229930624,0.229930624,0.230921705,0.212091179,0.212091179,0.212091179,0.21308226,0.230921705,0.229930624,0.229930624,0.230921705,0.234886026,0.229930624,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.208126858,0.221010902,0.220019822,0.006937562,0.303270565,0.302279485,0.42913776,0.434093162,0.419226957
SRR11190801_Plant_DH-2_NC_024458,0.204162537,0.204162537,0.207135778,0.204162537,0.204162537,0.204162537,0.204162537,0.211100099,0.209117939,0.219028741,0.302279485,0.425173439,0.425173439,0.426164519,0.002973241,0.002973241,0.002973241,0,0.004955401,0.002973241,0.001982161,0.002973241,0.004955401,0,0,0.001982161,0.004955401,0,0.00099108,0.002973241,0,0,0.00099108,0.440039643,0.208126858,0.421209118,0.420218038,0.419226957,0.421209118,0.426164519,0.403369673,0.432111001,0.42913776,0.435084242,0.217046581,0.211100099,0.228939544,0.210109019,0.218037661,0.211100099,0.221010902,0.236868186,0.232903865,0.233894945,0.233894945,0.235877106,0.212091179,0.230921705,0.229930624,0.228939544,0.228939544,0.228939544,0.227948464,0.229930624,0.229930624,0.229930624,0.230921705,0.228939544,0.229930624,0.229930624,0.230921705,0.212091179,0.212091179,0.212091179,0.21308226,0.230921705,0.229930624,0.229930624,0.230921705,0.234886026,0.229930624,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.208126858,0.221010902,0.220019822,0.006937562,0.303270565,0.302279485,0.42913776,0.434093162,0.419226957
SRR11190797_Plant_FR-1_NC_024458,0.202180377,0.202180377,0.205153617,0.202180377,0.202180377,0.202180377,0.202180377,0.209117939,0.207135778,0.221010902,0.303270565,0.426164519,0.426164519,0.426164519,0.004955401,0.004955401,0.004955401,0.001982161,0.006937562,0.004955401,0,0.004955401,0.006937562,0.001982161,0.001982161,0,0.006937562,0.001982161,0.002973241,0.004955401,0.001982161,0.001982161,0.002973241,0.440039643,0.208126858,0.419226957,0.418235877,0.417244797,0.419226957,0.425173439,0.403369673,0.432111001,0.42913776,0.436075322,0.218037661,0.211100099,0.227948464,0.210109019,0.219028741,0.212091179,0.222001982,0.235877106,0.231912785,0.232903865,0.232903865,0.234886026,0.210109019,0.229930624,0.228939544,0.227948464,0.227948464,0.227948464,0.226957384,0.228939544,0.228939544,0.228939544,0.229930624,0.227948464,0.228939544,0.228939544,0.229930624,0.210109019,0.210109019,0.210109019,0.211100099,0.229930624,0.228939544,0.228939544,0.229930624,0.233894945,0.228939544,0.217046581,0.21506442,0.21506442,0.21506442,0.217046581,0.208126858,0.222001982,0.221010902,0.008919722,0.304261645,0.303270565,0.43012884,0.433102081,0.421209118
SRR11190799_Plant_BSJ-3_NC_024458,0.206144698,0.206144698,0.209117939,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.219028741,0.303270565,0.424182359,0.424182359,0.42814668,0.007928642,0.007928642,0.007928642,0.004955401,0,0.007928642,0.006937562,0.007928642,0,0.004955401,0.004955401,0.006937562,0,0.004955401,0.005946482,0.007928642,0.004955401,0.004955401,0.005946482,0.440039643,0.212091179,0.422200198,0.421209118,0.420218038,0.422200198,0.4271556,0.405351833,0.434093162,0.4271556,0.435084242,0.219028741,0.21506442,0.231912785,0.21407334,0.220019822,0.21308226,0.222993062,0.239841427,0.235877106,0.236868186,0.236868186,0.238850347,0.21407334,0.233894945,0.232903865,0.231912785,0.231912785,0.231912785,0.230921705,0.232903865,0.232903865,0.232903865,0.233894945,0.231912785,0.232903865,0.232903865,0.233894945,0.21407334,0.21407334,0.21407334,0.21506442,0.233894945,0.232903865,0.232903865,0.233894945,0.237859267,0.232903865,0.218037661,0.218037661,0.218037661,0.219028741,0.218037661,0.212091179,0.222993062,0.222001982,0.011892963,0.303270565,0.303270565,0.432111001,0.436075322,0.423191278
SRR11603184_GW-peel-1_NC_024458,0.204162537,0.204162537,0.207135778,0.204162537,0.204162537,0.204162537,0.204162537,0.211100099,0.209117939,0.219028741,0.302279485,0.425173439,0.425173439,0.426164519,0.002973241,0.002973241,0.002973241,0,0.004955401,0.002973241,0.001982161,0.002973241,0.004955401,0,0,0.001982161,0.004955401,0,0.00099108,0.002973241,0,0,0.00099108,0.440039643,0.208126858,0.421209118,0.420218038,0.419226957,0.421209118,0.426164519,0.403369673,0.432111001,0.42913776,0.435084242,0.217046581,0.211100099,0.228939544,0.210109019,0.218037661,0.211100099,0.221010902,0.236868186,0.232903865,0.233894945,0.233894945,0.235877106,0.212091179,0.230921705,0.229930624,0.228939544,0.228939544,0.228939544,0.227948464,0.229930624,0.229930624,0.229930624,0.230921705,0.228939544,0.229930624,0.229930624,0.230921705,0.212091179,0.212091179,0.212091179,0.21308226,0.230921705,0.229930624,0.229930624,0.230921705,0.234886026,0.229930624,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.208126858,0.221010902,0.220019822,0.006937562,0.303270565,0.302279485,0.42913776,0.434093162,0.419226957
SRR11190795_Plant_FR-3_NC_024458,0.205153617,0.205153617,0.208126858,0.205153617,0.205153617,0.205153617,0.205153617,0.212091179,0.210109019,0.220019822,0.303270565,0.425173439,0.425173439,0.426164519,0.003964321,0.003964321,0.003964321,0.00099108,0.005946482,0.003964321,0.002973241,0.003964321,0.005946482,0.00099108,0.00099108,0.002973241,0.005946482,0.00099108,0,0.003964321,0.00099108,0.00099108,0.001982161,0.439048563,0.209117939,0.421209118,0.420218038,0.419226957,0.421209118,0.426164519,0.403369673,0.432111001,0.42913776,0.435084242,0.2160555,0.212091179,0.229930624,0.211100099,0.217046581,0.210109019,0.221010902,0.237859267,0.233894945,0.234886026,0.234886026,0.236868186,0.211100099,0.231912785,0.230921705,0.229930624,0.229930624,0.229930624,0.228939544,0.230921705,0.230921705,0.230921705,0.231912785,0.229930624,0.230921705,0.230921705,0.231912785,0.211100099,0.211100099,0.211100099,0.212091179,0.231912785,0.230921705,0.230921705,0.231912785,0.235877106,0.230921705,0.21506442,0.21506442,0.21506442,0.217046581,0.21506442,0.209117939,0.221010902,0.219028741,0.007928642,0.304261645,0.303270565,0.42913776,0.434093162,0.419226957
SRR11190793_Plant_BR-2_NC_024458,0.206144698,0.206144698,0.209117939,0.206144698,0.206144698,0.206144698,0.206144698,0.21308226,0.211100099,0.221010902,0.303270565,0.4271556,0.4271556,0.4271556,0.005946482,0.005946482,0.005946482,0.002973241,0.007928642,0.005946482,0.004955401,0.005946482,0.007928642,0.002973241,0.002973241,0.004955401,0.007928642,0.002973241,0.003964321,0,0.002973241,0.002973241,0.003964321,0.442021804,0.210109019,0.423191278,0.422200198,0.421209118,0.423191278,0.42814668,0.406342914,0.435084242,0.432111001,0.437066402,0.219028741,0.21308226,0.230921705,0.212091179,0.220019822,0.21308226,0.222993062,0.237859267,0.234886026,0.235877106,0.235877106,0.237859267,0.21407334,0.232903865,0.231912785,0.230921705,0.230921705,0.230921705,0.229930624,0.231912785,0.231912785,0.231912785,0.232903865,0.230921705,0.231912785,0.231912785,0.232903865,0.21407334,0.21407334,0.21407334,0.21506442,0.232903865,0.231912785,0.231912785,0.232903865,0.236868186,0.231912785,0.218037661,0.218037661,0.218037661,0.218037661,0.218037661,0.210109019,0.222993062,0.222001982,0.009910803,0.304261645,0.303270565,0.432111001,0.436075322,0.421209118
SRR11603183_GW-peel-2_NC_024458,0.204162537,0.204162537,0.207135778,0.204162537,0.204162537,0.204162537,0.204162537,0.211100099,0.209117939,0.219028741,0.302279485,0.425173439,0.425173439,0.426164519,0.002973241,0.002973241,0.002973241,0,0.004955401,0.002973241,0.001982161,0.002973241,0.004955401,0,0,0.001982161,0.004955401,0,0.00099108,0.002973241,0,0,0.00099108,0.440039643,0.208126858,0.421209118,0.420218038,0.419226957,0.421209118,0.426164519,0.403369673,0.432111001,0.42913776,0.435084242,0.217046581,0.211100099,0.228939544,0.210109019,0.218037661,0.211100099,0.221010902,0.236868186,0.232903865,0.233894945,0.233894945,0.235877106,0.212091179,0.230921705,0.229930624,0.228939544,0.228939544,0.228939544,0.227948464,0.229930624,0.229930624,0.229930624,0.230921705,0.228939544,0.229930624,0.229930624,0.230921705,0.212091179,0.212091179,0.212091179,0.21308226,0.230921705,0.229930624,0.229930624,0.230921705,0.234886026,0.229930624,0.2160555,0.2160555,0.2160555,0.2160555,0.2160555,0.208126858,0.221010902,0.220019822,0.006937562,0.303270565,0.302279485,0.42913776,0.434093162,0.419226957
